날짜,측정소명,미세먼지,초미세먼지,오존,이산화질소 NO2 (ppm),일산화탄소 CO (ppm),아황산가스 SO2(ppm),PM10_등급,PM25_등급,위험지역,PM10_점수,PM25_점수,공기질_가중스코어,공기질_위험등급,월,계절
2019-12-31,강남구,22.0,14.0,0.025,0.014,0.4,0.003,좋음,좋음,안전,1,1,1.0,저위험,12,겨울
2019-12-31,강동구,27.0,19.0,0.019,0.02,0.4,0.003,좋음,보통,안전,1,2,1.6,저위험,12,겨울
2019-12-31,강북구,31.0,17.0,0.022,0.022,0.4,0.002,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-31,강서구,29.0,16.0,0.022,0.017,0.4,0.004,좋음,보통,안전,1,2,1.6,저위험,12,겨울
2019-12-31,관악구,36.0,18.0,0.026,0.013,0.4,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-31,광진구,22.0,10.0,0.019,0.016,0.4,0.002,좋음,좋음,안전,1,1,1.0,저위험,12,겨울
2019-12-31,구로구,25.0,16.0,0.022,0.02,0.3,0.004,좋음,보통,안전,1,2,1.6,저위험,12,겨울
2019-12-31,금천구,23.0,18.0,0.019,0.019,0.4,0.003,좋음,보통,안전,1,2,1.6,저위험,12,겨울
2019-12-31,노원구,22.0,17.0,0.021,0.014,0.4,0.004,좋음,보통,안전,1,2,1.6,저위험,12,겨울
2019-12-31,도봉구,19.0,12.0,0.027,0.011,0.3,0.002,좋음,좋음,안전,1,1,1.0,저위험,12,겨울
2019-12-31,동대문구,25.0,12.0,0.02,0.016,0.4,0.003,좋음,좋음,안전,1,1,1.0,저위험,12,겨울
2019-12-31,동작구,30.0,19.0,0.02,0.013,0.3,0.003,좋음,보통,안전,1,2,1.6,저위험,12,겨울
2019-12-31,마포구,24.0,15.0,0.021,0.013,0.4,0.002,좋음,좋음,안전,1,1,1.0,저위험,12,겨울
2019-12-31,서대문구,23.0,9.0,0.022,0.015,0.5,0.002,좋음,좋음,안전,1,1,1.0,저위험,12,겨울
2019-12-31,서초구,27.0,13.0,0.027,0.021,0.2,0.003,좋음,좋음,안전,1,1,1.0,저위험,12,겨울
2019-12-31,성동구,25.0,16.0,0.021,0.02,0.3,0.003,좋음,보통,안전,1,2,1.6,저위험,12,겨울
2019-12-31,성북구,26.0,12.0,0.023,0.018,0.6,0.003,좋음,좋음,안전,1,1,1.0,저위험,12,겨울
2019-12-31,송파구,26.0,18.0,0.019,0.017,0.4,0.003,좋음,보통,안전,1,2,1.6,저위험,12,겨울
2019-12-31,양천구,29.0,17.0,0.018,0.019,0.4,0.004,좋음,보통,안전,1,2,1.6,저위험,12,겨울
2019-12-31,영등포구,22.0,14.0,0.019,0.018,0.5,0.002,좋음,좋음,안전,1,1,1.0,저위험,12,겨울
2019-12-31,용산구,37.0,18.0,0.022,0.011,0.3,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-31,은평구,24.0,13.0,0.023,0.011,0.4,0.003,좋음,좋음,안전,1,1,1.0,저위험,12,겨울
2019-12-31,종로구,27.0,19.0,0.02,0.016,0.4,0.003,좋음,보통,안전,1,2,1.6,저위험,12,겨울
2019-12-31,중구,26.0,18.0,0.022,0.014,0.4,0.002,좋음,보통,안전,1,2,1.6,저위험,12,겨울
2019-12-31,중랑구,23.0,12.0,0.019,0.018,0.4,0.003,좋음,좋음,안전,1,1,1.0,저위험,12,겨울
2019-12-30,강남구,35.0,25.0,0.012,0.032,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-30,강동구,40.0,29.0,0.012,0.031,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-30,강북구,37.0,25.0,0.015,0.034,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-30,강서구,42.0,25.0,0.014,0.032,0.6,0.004,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-30,관악구,38.0,24.0,0.009,0.033,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-30,광진구,36.0,21.0,0.013,0.025,0.8,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-30,구로구,33.0,27.0,0.016,0.027,0.4,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-30,금천구,31.0,28.0,0.01,0.032,0.5,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-30,노원구,32.0,27.0,0.011,0.033,0.7,0.004,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-30,도봉구,28.0,20.0,0.008,0.032,0.8,0.003,좋음,보통,안전,1,2,1.6,저위험,12,겨울
2019-12-30,동대문구,37.0,24.0,0.01,0.033,0.7,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-30,동작구,42.0,29.0,0.011,0.034,0.5,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-30,마포구,32.0,23.0,0.011,0.035,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-30,서대문구,35.0,18.0,0.016,0.025,0.7,0.002,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-30,서초구,40.0,27.0,0.017,0.035,0.4,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-30,성동구,35.0,25.0,0.012,0.033,0.6,0.004,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-30,성북구,37.0,24.0,0.013,0.036,0.8,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-30,송파구,34.0,23.0,0.009,0.034,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-30,양천구,40.0,28.0,0.011,0.032,0.6,0.004,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-30,영등포구,33.0,23.0,0.011,0.033,0.8,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-30,용산구,33.0,26.0,0.01,0.029,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-30,은평구,35.0,22.0,0.015,0.023,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-30,종로구,39.0,28.0,0.01,0.033,0.7,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-30,중구,35.0,30.0,0.012,0.03,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-30,중랑구,37.0,20.0,0.012,0.032,0.6,0.002,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-29,강남구,43.0,29.0,0.005,0.041,0.7,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-29,강동구,50.0,34.0,0.008,0.037,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-29,강북구,47.0,29.0,0.01,0.04,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-29,강서구,52.0,26.0,0.006,0.045,0.6,0.004,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-29,관악구,49.0,29.0,0.006,0.043,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-29,광진구,44.0,22.0,0.009,0.027,0.9,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-29,구로구,48.0,31.0,0.007,0.04,0.5,0.004,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-29,금천구,38.0,31.0,0.006,0.043,0.6,0.004,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-29,노원구,38.0,30.0,0.008,0.041,0.9,0.006,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-29,도봉구,39.0,22.0,0.012,0.029,0.7,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-29,동대문구,45.0,25.0,0.007,0.039,0.7,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-29,동작구,49.0,31.0,0.007,0.042,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-29,마포구,42.0,27.0,0.006,0.043,0.7,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-29,서대문구,41.0,17.0,0.02,0.022,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-29,서초구,50.0,29.0,0.012,0.045,0.5,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-29,성동구,43.0,29.0,0.008,0.039,0.6,0.004,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-29,성북구,44.0,25.0,0.01,0.039,0.8,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-29,송파구,43.0,26.0,0.006,0.041,0.7,0.004,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-29,양천구,52.0,31.0,0.004,0.045,0.7,0.005,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-29,영등포구,44.0,28.0,0.006,0.042,0.9,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-29,용산구,40.0,30.0,0.004,0.035,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-29,은평구,40.0,20.0,0.025,0.015,0.5,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-29,종로구,45.0,30.0,0.008,0.038,0.7,0.004,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-29,중구,45.0,33.0,0.008,0.035,0.6,0.004,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-29,중랑구,44.0,21.0,0.014,0.028,0.5,0.002,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-28,강남구,42.0,27.0,0.004,0.044,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-28,강동구,49.0,31.0,0.006,0.043,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-28,강북구,45.0,28.0,0.006,0.047,0.7,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-28,강서구,49.0,23.0,0.006,0.05,0.7,0.005,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-28,관악구,38.0,21.0,0.002,0.048,0.7,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-28,광진구,44.0,20.0,0.004,0.036,0.9,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-28,구로구,35.0,22.0,0.006,0.043,0.5,0.004,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-28,금천구,34.0,24.0,0.008,0.039,0.6,0.004,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-28,노원구,33.0,27.0,0.007,0.041,0.7,0.006,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-28,도봉구,37.0,21.0,0.007,0.034,0.7,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-28,동대문구,42.0,25.0,0.005,0.046,0.7,0.004,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-28,동작구,43.0,26.0,0.006,0.046,0.6,0.004,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-28,마포구,40.0,25.0,0.004,0.05,0.7,0.004,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-28,서대문구,44.0,18.0,0.006,0.042,0.8,0.004,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-28,서초구,48.0,27.0,0.01,0.052,0.5,0.004,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-28,성동구,41.0,27.0,0.005,0.046,0.6,0.004,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-28,성북구,46.0,25.0,0.005,0.05,0.9,0.004,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-28,송파구,44.0,25.0,0.005,0.046,0.7,0.004,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-28,양천구,48.0,27.0,0.005,0.048,0.7,0.005,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-28,영등포구,41.0,25.0,0.005,0.047,1.0,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-28,용산구,40.0,28.0,0.004,0.037,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-28,은평구,40.0,20.0,0.007,0.035,0.5,0.004,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-28,종로구,45.0,30.0,0.005,0.047,0.8,0.004,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-28,중구,44.0,33.0,0.004,0.044,0.7,0.004,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-28,중랑구,43.0,20.0,0.006,0.04,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-27,강남구,31.0,23.0,0.019,0.028,0.5,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-27,강동구,41.0,30.0,0.016,0.032,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-27,강북구,37.0,27.0,0.024,0.027,0.5,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-27,강서구,40.0,23.0,0.019,0.032,0.5,0.005,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-27,관악구,39.0,23.0,0.015,0.032,0.5,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-27,광진구,33.0,18.0,0.017,0.025,0.8,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-27,구로구,30.0,22.0,0.022,0.025,0.4,0.004,좋음,보통,안전,1,2,1.6,저위험,12,겨울
2019-12-27,금천구,29.0,26.0,0.015,0.031,0.5,0.004,좋음,보통,안전,1,2,1.6,저위험,12,겨울
2019-12-27,노원구,33.0,30.0,0.015,0.025,0.7,0.005,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-27,도봉구,28.0,19.0,0.027,0.016,0.5,0.002,좋음,보통,안전,1,2,1.6,저위험,12,겨울
2019-12-27,동대문구,31.0,20.0,0.02,0.025,0.5,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-27,동작구,38.0,26.0,0.014,0.034,0.5,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-27,마포구,33.0,23.0,0.014,0.032,0.5,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-27,서대문구,34.0,17.0,0.021,0.023,0.7,0.004,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-27,서초구,33.0,23.0,0.022,0.036,0.4,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-27,성동구,32.0,25.0,0.02,0.029,0.5,0.004,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-27,성북구,34.0,20.0,0.02,0.031,0.7,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-27,송파구,34.0,23.0,0.014,0.034,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-27,양천구,40.0,26.0,0.014,0.033,0.6,0.005,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-27,영등포구,32.0,22.0,0.016,0.029,0.7,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-27,용산구,31.0,24.0,0.016,0.023,0.5,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-27,은평구,33.0,20.0,0.023,0.018,0.5,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-27,종로구,35.0,27.0,0.019,0.026,0.6,0.004,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-27,중구,33.0,28.0,0.02,0.023,0.5,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-27,중랑구,41.0,24.0,0.016,0.027,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-26,강남구,45.0,34.0,0.013,0.036,0.7,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-26,강동구,53.0,40.0,0.012,0.035,0.7,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-26,강북구,50.0,36.0,0.017,0.034,0.6,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-26,강서구,56.0,33.0,0.016,0.031,0.6,0.005,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-26,관악구,50.0,33.0,0.012,0.035,0.7,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-26,광진구,47.0,28.0,0.012,0.029,0.9,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-26,구로구,46.0,34.0,0.017,0.029,0.4,0.004,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-26,금천구,45.0,40.0,0.01,0.04,0.7,0.004,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-26,노원구,41.0,34.0,0.013,0.031,0.6,0.005,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-26,도봉구,44.0,29.0,0.019,0.024,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-26,동대문구,46.0,30.0,0.014,0.03,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-26,동작구,54.0,39.0,0.012,0.038,0.6,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-26,마포구,42.0,30.0,0.011,0.034,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-26,서대문구,48.0,25.0,0.014,0.03,0.9,0.006,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-26,서초구,52.0,35.0,0.018,0.039,0.5,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-26,성동구,46.0,33.0,0.012,0.036,0.6,0.004,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-26,성북구,46.0,35.0,0.006,0.044,0.8,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-26,송파구,46.0,32.0,0.009,0.04,0.7,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-26,양천구,56.0,37.0,0.012,0.033,0.6,0.005,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-26,영등포구,40.0,31.0,0.012,0.034,0.8,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-26,용산구,41.0,34.0,0.011,0.03,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-26,은평구,43.0,27.0,0.017,0.023,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-26,종로구,48.0,33.0,0.013,0.032,0.7,0.004,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-26,중구,46.0,38.0,0.014,0.03,0.6,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-26,중랑구,53.0,31.0,0.007,0.038,0.7,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-25,강남구,42.0,34.0,0.004,0.044,0.8,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-25,강동구,57.0,44.0,0.004,0.043,0.8,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-25,강북구,60.0,46.0,0.006,0.047,0.8,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-25,강서구,68.0,39.0,0.004,0.053,1.0,0.006,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-25,관악구,57.0,42.0,0.004,0.049,1.1,0.002,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-25,광진구,47.0,29.0,0.004,0.036,1.0,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-25,구로구,51.0,40.0,0.008,0.037,0.7,0.004,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-25,금천구,42.0,39.0,0.004,0.051,0.9,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-25,노원구,54.0,47.0,0.003,0.049,1.1,0.005,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-25,도봉구,58.0,40.0,0.005,0.039,1.0,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-25,동대문구,52.0,38.0,0.004,0.046,0.9,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-25,동작구,49.0,37.0,0.006,0.049,0.8,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-25,마포구,48.0,38.0,0.004,0.056,0.9,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-25,서대문구,48.0,27.0,0.005,0.043,1.2,0.007,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-25,서초구,52.0,38.0,0.01,0.051,0.6,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-25,성동구,46.0,36.0,0.004,0.047,0.8,0.004,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-25,성북구,57.0,43.0,0.004,0.056,1.2,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-25,송파구,45.0,33.0,0.003,0.047,0.9,0.004,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-25,양천구,64.0,44.0,0.003,0.054,1.0,0.005,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-25,영등포구,39.0,30.0,0.006,0.046,0.9,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-25,용산구,43.0,37.0,0.003,0.037,0.7,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-25,은평구,42.0,28.0,0.005,0.039,0.7,0.002,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-25,종로구,53.0,40.0,0.005,0.047,1.0,0.004,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-25,중구,51.0,45.0,0.005,0.045,0.9,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-25,중랑구,52.0,32.0,0.005,0.041,0.8,0.002,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-24,강남구,62.0,51.0,0.008,0.043,0.9,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-24,강동구,71.0,57.0,0.007,0.04,0.8,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-24,강북구,77.0,60.0,0.01,0.04,0.9,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-24,강서구,81.0,47.0,0.012,0.043,0.8,0.005,나쁨,나쁨,위험,3,3,3.0,중간위험,12,겨울
2019-12-24,관악구,72.0,53.0,0.008,0.049,0.9,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-24,광진구,60.0,39.0,0.005,0.035,1.1,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-24,구로구,68.0,51.0,0.011,0.039,0.7,0.004,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-24,금천구,64.0,60.0,0.006,0.048,0.9,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-24,노원구,73.0,63.0,0.009,0.043,1.0,0.005,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-24,도봉구,71.0,49.0,0.008,0.036,1.0,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-24,동대문구,75.0,57.0,0.006,0.046,1.0,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-24,동작구,76.0,59.0,0.005,0.053,0.9,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-24,마포구,64.0,51.0,0.005,0.049,0.9,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-24,서대문구,68.0,40.0,0.006,0.039,1.3,0.007,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-24,서초구,77.0,54.0,0.009,0.056,0.7,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-24,성동구,66.0,54.0,0.008,0.043,0.8,0.005,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-24,성북구,70.0,58.0,0.007,0.049,1.1,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-24,송파구,60.0,48.0,0.007,0.044,0.9,0.004,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-24,양천구,74.0,54.0,0.009,0.042,0.9,0.005,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-24,영등포구,54.0,43.0,0.007,0.045,1.1,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-24,용산구,65.0,52.0,0.004,0.038,0.9,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-24,은평구,59.0,40.0,0.008,0.032,0.7,0.002,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-24,종로구,78.0,59.0,0.006,0.048,1.1,0.004,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-24,중구,72.0,64.0,0.006,0.045,1.0,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-24,중랑구,69.0,43.0,0.009,0.036,0.9,0.002,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-23,강남구,51.0,44.0,0.012,0.038,0.8,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-23,강동구,62.0,51.0,0.01,0.036,0.7,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-23,강북구,53.0,41.0,0.018,0.033,0.7,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-23,강서구,59.0,38.0,0.016,0.034,0.8,0.004,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-23,관악구,45.0,33.0,0.011,0.039,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-23,광진구,51.0,37.0,0.01,0.032,1.0,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-23,구로구,41.0,37.0,0.018,0.029,0.4,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-23,금천구,40.0,42.0,0.012,0.036,0.7,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-23,노원구,51.0,45.0,0.013,0.035,0.8,0.004,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-23,도봉구,46.0,34.0,0.017,0.027,0.8,0.003,보통,보통,안전,2,2,2.0,저위험,12,겨울
2019-12-23,동대문구,56.0,42.0,0.008,0.039,0.8,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-23,동작구,55.0,45.0,0.011,0.038,0.7,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-23,마포구,43.0,37.0,0.009,0.039,0.7,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,12,겨울
2019-12-23,서대문구,51.0,32.0,0.014,0.029,0.9,0.004,보통,보통,안전,2,2,2.0,저위험,12,겨울
