날짜,측정소명,미세먼지,초미세먼지,오존,이산화질소 NO2 (ppm),일산화탄소 CO (ppm),아황산가스 SO2(ppm),PM10_등급,PM25_등급,위험지역,PM10_점수,PM25_점수,공기질_가중스코어,공기질_위험등급,월,계절
2019-10-01,용산구,34.0,32.0,0.027,0.035,0.5,0.003,보통,보통,안전,2,2,2.0,저위험,10,가을
2019-10-01,은평구,54.0,39.0,0.031,0.029,0.8,0.004,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,10,가을
2019-10-01,종로구,43.0,32.0,0.018,0.04,0.6,0.004,보통,보통,안전,2,2,2.0,저위험,10,가을
2019-10-01,중구,43.0,31.0,0.021,0.045,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,10,가을
2019-10-01,중랑구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,10,가을
2019-09-30,강남구,57.0,34.0,0.034,0.041,0.5,0.003,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-30,강동구,42.0,35.0,0.027,0.04,0.5,0.003,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-30,강북구,57.0,36.0,0.05,0.02,0.6,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,9,가을
2019-09-30,강서구,48.0,31.0,0.022,0.031,0.7,0.005,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-30,관악구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-30,광진구,54.0,35.0,0.033,0.033,0.6,0.004,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-30,구로구,55.0,30.0,0.039,0.039,0.5,0.004,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-30,금천구,49.0,34.0,0.027,0.039,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-30,노원구,42.0,32.0,0.017,0.019,0.6,0.004,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-30,도봉구,41.0,27.0,0.042,0.021,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-30,동대문구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-30,동작구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-30,마포구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-30,서대문구,56.0,29.0,0.039,0.028,0.8,0.003,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-30,서초구,53.0,31.0,0.034,0.046,0.5,0.003,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-30,성동구,46.0,29.0,0.033,0.047,0.6,0.004,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-30,성북구,63.0,28.0,0.032,0.035,0.7,0.003,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-30,송파구,50.0,37.0,0.029,0.046,0.6,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,9,가을
2019-09-30,양천구,50.0,31.0,0.017,0.038,0.6,0.004,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-30,영등포구,50.0,35.0,0.033,0.044,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-30,용산구,45.0,39.0,0.031,0.044,0.6,0.003,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,9,가을
2019-09-30,은평구,56.0,36.0,0.043,0.03,0.8,0.004,보통,나쁨,위험,2,3,2.5999999999999996,중간위험,9,가을
2019-09-30,종로구,47.0,35.0,0.028,0.039,0.7,0.004,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-30,중구,49.0,33.0,0.034,0.042,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-30,중랑구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-29,강남구,43.0,26.0,0.04,0.025,0.4,0.003,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-29,강동구,36.0,32.0,0.028,0.027,0.5,0.003,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-29,강북구,45.0,29.0,0.049,0.011,0.4,0.003,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-29,강서구,42.0,29.0,0.037,0.022,0.5,0.006,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-29,관악구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-29,광진구,42.0,29.0,0.031,0.022,0.6,0.004,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-29,구로구,31.0,16.0,0.038,0.023,0.3,0.004,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-29,금천구,36.0,26.0,0.027,0.028,0.5,0.004,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-29,노원구,35.0,29.0,0.012,0.012,0.4,0.004,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-29,도봉구,31.0,21.0,0.042,0.013,0.5,0.002,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-29,동대문구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-29,동작구,45.0,33.0,0.01,0.021,0.3,0.003,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-29,마포구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-29,서대문구,36.0,19.0,0.039,0.016,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-29,서초구,34.0,20.0,0.04,0.027,0.4,0.003,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-29,성동구,33.0,23.0,0.035,0.029,0.5,0.004,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-29,성북구,49.0,22.0,0.033,0.022,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-29,송파구,35.0,24.0,0.028,0.035,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-29,양천구,45.0,29.0,0.04,0.022,0.5,0.005,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-29,영등포구,32.0,22.0,0.038,0.025,0.3,0.003,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-29,용산구,34.0,30.0,0.028,0.033,0.5,0.003,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-29,은평구,36.0,24.0,0.041,0.017,0.6,0.004,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-29,종로구,36.0,28.0,0.028,0.024,0.5,0.004,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-29,중구,35.0,24.0,0.035,0.026,0.5,0.003,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-29,중랑구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-28,강남구,30.0,17.0,0.023,0.028,0.3,0.003,좋음,보통,안전,1,2,1.6,저위험,9,가을
2019-09-28,강동구,26.0,22.0,0.018,0.028,0.4,0.003,좋음,보통,안전,1,2,1.6,저위험,9,가을
2019-09-28,강북구,34.0,21.0,0.035,0.014,0.4,0.003,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-28,강서구,35.0,23.0,0.022,0.028,0.4,0.006,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-28,관악구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-28,광진구,30.0,20.0,0.021,0.021,0.5,0.004,좋음,보통,안전,1,2,1.6,저위험,9,가을
2019-09-28,구로구,22.0,10.0,0.029,0.026,0.3,0.004,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-28,금천구,26.0,19.0,0.016,0.033,0.4,0.003,좋음,보통,안전,1,2,1.6,저위험,9,가을
2019-09-28,노원구,24.0,17.0,0.021,0.015,0.4,0.004,좋음,보통,안전,1,2,1.6,저위험,9,가을
2019-09-28,도봉구,23.0,14.0,0.026,0.017,0.4,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-28,동대문구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-28,동작구,34.0,17.0,0.018,0.029,0.4,0.003,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-28,마포구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-28,서대문구,25.0,12.0,0.026,0.019,0.5,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-28,서초구,22.0,13.0,0.026,0.029,0.3,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-28,성동구,23.0,15.0,0.022,0.029,0.4,0.004,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-28,성북구,39.0,16.0,0.02,0.026,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-28,송파구,27.0,17.0,0.016,0.034,0.5,0.003,좋음,보통,안전,1,2,1.6,저위험,9,가을
2019-09-28,양천구,35.0,21.0,0.022,0.031,0.4,0.005,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-28,영등포구,25.0,14.0,0.018,0.032,0.4,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-28,용산구,15.0,14.0,0.004,0.032,0.4,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-28,은평구,26.0,17.0,0.029,0.02,0.5,0.004,좋음,보통,안전,1,2,1.6,저위험,9,가을
2019-09-28,종로구,29.0,21.0,0.018,0.029,0.5,0.004,좋음,보통,안전,1,2,1.6,저위험,9,가을
2019-09-28,중구,27.0,18.0,0.02,0.032,0.5,0.003,좋음,보통,안전,1,2,1.6,저위험,9,가을
2019-09-28,중랑구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-27,강남구,24.0,12.0,0.01,0.033,0.3,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-27,강동구,19.0,13.0,0.012,0.026,0.4,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-27,강북구,27.0,14.0,0.026,0.018,0.4,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-27,강서구,26.0,15.0,0.015,0.038,0.5,0.005,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-27,관악구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-27,광진구,22.0,14.0,0.014,0.022,0.6,0.004,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-27,구로구,18.0,5.0,0.021,0.032,0.3,0.004,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-27,금천구,16.0,11.0,0.011,0.03,0.4,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-27,노원구,22.0,14.0,0.012,0.02,0.4,0.004,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-27,도봉구,18.0,9.0,0.016,0.023,0.5,0.002,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-27,동대문구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-27,동작구,30.0,13.0,0.013,0.035,0.4,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-27,마포구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-27,서대문구,18.0,7.0,0.022,0.021,0.5,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-27,서초구,19.0,8.0,0.016,0.036,0.3,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-27,성동구,21.0,11.0,0.018,0.027,0.4,0.004,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-27,성북구,32.0,11.0,0.012,0.031,0.6,0.003,보통,좋음,안전,2,1,1.4,저위험,9,가을
2019-09-27,송파구,22.0,11.0,0.01,0.035,0.5,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-27,양천구,28.0,14.0,0.014,0.039,0.5,0.004,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-27,영등포구,20.0,12.0,0.016,0.033,0.3,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-27,용산구,16.0,12.0,0.012,0.033,0.4,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-27,은평구,18.0,13.0,0.023,0.025,0.5,0.004,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-27,종로구,21.0,14.0,0.012,0.033,0.5,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-27,중구,22.0,12.0,0.013,0.038,0.5,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-27,중랑구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-26,강남구,29.0,15.0,0.011,0.025,0.4,,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-26,강동구,24.0,18.0,0.015,0.027,0.4,0.003,좋음,보통,안전,1,2,1.6,저위험,9,가을
2019-09-26,강북구,31.0,18.0,0.026,0.019,0.4,0.002,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-26,강서구,30.0,18.0,0.021,0.033,0.5,0.004,좋음,보통,안전,1,2,1.6,저위험,9,가을
2019-09-26,관악구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-26,광진구,25.0,17.0,0.018,0.022,0.7,0.004,좋음,보통,안전,1,2,1.6,저위험,9,가을
2019-09-26,구로구,22.0,9.0,0.028,0.029,0.4,0.004,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-26,금천구,24.0,17.0,0.017,0.034,0.5,0.003,좋음,보통,안전,1,2,1.6,저위험,9,가을
2019-09-26,노원구,25.0,17.0,0.017,0.017,0.4,0.004,좋음,보통,안전,1,2,1.6,저위험,9,가을
2019-09-26,도봉구,22.0,12.0,0.018,0.023,0.5,0.002,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-26,동대문구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-26,동작구,51.0,25.0,0.003,0.045,0.6,0.003,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-26,마포구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-26,서대문구,21.0,9.0,0.023,0.02,0.6,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-26,서초구,24.0,13.0,0.021,0.038,0.4,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-26,성동구,21.0,13.0,0.022,0.028,0.4,0.004,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-26,성북구,36.0,14.0,0.014,0.031,0.6,0.003,보통,좋음,안전,2,1,1.4,저위험,9,가을
2019-09-26,송파구,25.0,16.0,0.014,0.038,0.5,0.003,좋음,보통,안전,1,2,1.6,저위험,9,가을
2019-09-26,양천구,32.0,17.0,0.02,0.035,0.5,0.004,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-26,영등포구,27.0,17.0,0.023,0.032,0.4,0.003,좋음,보통,안전,1,2,1.6,저위험,9,가을
2019-09-26,용산구,20.0,16.0,0.018,0.031,0.4,0.003,좋음,보통,안전,1,2,1.6,저위험,9,가을
2019-09-26,은평구,22.0,16.0,0.022,0.025,0.6,0.004,좋음,보통,안전,1,2,1.6,저위험,9,가을
2019-09-26,종로구,26.0,17.0,0.014,0.034,0.5,0.003,좋음,보통,안전,1,2,1.6,저위험,9,가을
2019-09-26,중구,27.0,16.0,0.013,0.042,0.6,0.003,좋음,보통,안전,1,2,1.6,저위험,9,가을
2019-09-26,중랑구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-25,강남구,29.0,14.0,0.007,0.03,0.4,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-25,강동구,28.0,20.0,0.02,0.033,0.4,0.003,좋음,보통,안전,1,2,1.6,저위험,9,가을
2019-09-25,강북구,34.0,18.0,0.032,0.022,0.5,0.003,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-25,강서구,36.0,20.0,0.024,0.039,0.6,0.006,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-25,관악구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-25,광진구,34.0,18.0,0.021,0.028,0.8,0.004,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-25,구로구,20.0,8.0,0.009,0.038,0.4,0.004,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-25,금천구,26.0,17.0,0.017,0.042,0.5,0.004,좋음,보통,안전,1,2,1.6,저위험,9,가을
2019-09-25,노원구,26.0,17.0,0.018,0.021,0.5,0.004,좋음,보통,안전,1,2,1.6,저위험,9,가을
2019-09-25,도봉구,22.0,11.0,0.025,0.022,0.5,0.002,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-25,동대문구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-25,동작구,36.0,16.0,0.02,0.031,0.4,0.003,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-25,마포구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-25,서대문구,31.0,13.0,0.024,0.027,0.6,0.004,보통,좋음,안전,2,1,1.4,저위험,9,가을
2019-09-25,서초구,31.0,16.0,0.024,0.042,0.4,0.003,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-25,성동구,26.0,15.0,0.024,0.038,0.5,0.004,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-25,성북구,39.0,14.0,0.017,0.035,0.6,0.003,보통,좋음,안전,2,1,1.4,저위험,9,가을
2019-09-25,송파구,29.0,16.0,0.018,0.042,0.6,0.003,좋음,보통,안전,1,2,1.6,저위험,9,가을
2019-09-25,양천구,38.0,20.0,0.023,0.042,0.5,0.005,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-25,영등포구,35.0,21.0,0.023,0.042,0.5,0.004,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-25,용산구,18.0,13.0,0.012,0.034,0.5,0.004,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-25,은평구,30.0,17.0,0.028,0.029,0.6,0.005,좋음,보통,안전,1,2,1.6,저위험,9,가을
2019-09-25,종로구,28.0,18.0,0.016,0.039,0.6,0.004,좋음,보통,안전,1,2,1.6,저위험,9,가을
2019-09-25,중구,27.0,16.0,0.019,0.043,0.6,0.004,좋음,보통,안전,1,2,1.6,저위험,9,가을
2019-09-25,중랑구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-24,강남구,25.0,12.0,0.021,0.03,0.4,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-24,강동구,23.0,14.0,0.02,0.024,0.4,0.004,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-24,강북구,25.0,11.0,0.032,0.016,0.4,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-24,강서구,25.0,13.0,0.023,0.029,0.5,0.006,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-24,관악구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-24,광진구,28.0,16.0,0.023,0.023,0.7,0.005,좋음,보통,안전,1,2,1.6,저위험,9,가을
2019-09-24,구로구,17.0,8.0,0.009,0.034,0.4,0.005,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-24,금천구,20.0,11.0,0.018,0.033,0.4,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-24,노원구,19.0,11.0,0.02,0.015,0.4,0.004,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-24,도봉구,16.0,7.0,0.026,0.017,0.4,0.002,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-24,동대문구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-24,동작구,32.0,13.0,0.019,0.029,0.4,0.003,보통,좋음,안전,2,1,1.4,저위험,9,가을
2019-09-24,마포구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-24,서대문구,22.0,8.0,0.025,0.021,0.5,0.004,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-24,서초구,21.0,10.0,0.024,0.034,0.3,0.004,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-24,성동구,46.0,16.0,0.039,0.036,0.5,0.005,보통,보통,안전,2,2,2.0,저위험,9,가을
2019-09-24,성북구,32.0,10.0,0.021,0.026,0.5,0.004,보통,좋음,안전,2,1,1.4,저위험,9,가을
2019-09-24,송파구,24.0,12.0,0.014,0.037,0.5,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-24,양천구,28.0,13.0,0.021,0.032,0.4,0.005,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-24,영등포구,23.0,13.0,0.007,0.037,0.5,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-24,용산구,11.0,9.0,0.005,0.029,0.5,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-24,은평구,24.0,13.0,0.026,0.025,0.3,0.005,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-24,종로구,21.0,13.0,0.019,0.028,0.5,0.004,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-24,중구,20.0,11.0,0.024,0.029,0.4,0.004,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-24,중랑구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-23,강남구,14.0,5.0,0.031,0.016,0.2,0.002,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-23,강동구,11.0,5.0,0.029,0.016,0.3,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-23,강북구,17.0,7.0,0.043,0.007,0.3,0.002,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-23,강서구,13.0,6.0,0.037,0.012,0.3,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-23,관악구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-23,광진구,15.0,9.0,0.03,0.015,0.6,0.004,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-23,구로구,8.0,1.0,0.046,0.009,0.2,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-23,금천구,13.0,7.0,0.025,0.022,0.3,0.002,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-23,노원구,13.0,7.0,0.028,0.01,0.3,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-23,도봉구,9.0,4.0,0.034,0.011,0.3,0.002,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-23,동대문구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-23,동작구,20.0,7.0,0.025,0.016,0.3,0.002,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-23,마포구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-23,서대문구,15.0,3.0,0.032,0.011,0.4,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-23,서초구,11.0,5.0,0.033,0.021,0.2,0.002,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-23,성동구,16.0,8.0,0.032,0.016,0.3,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-23,성북구,24.0,5.0,0.029,0.017,0.4,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-23,송파구,12.0,5.0,0.028,0.018,0.3,0.002,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-23,양천구,18.0,7.0,0.033,0.017,0.3,0.005,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-23,영등포구,12.0,7.0,0.034,0.017,0.2,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-23,용산구,4.0,2.0,0.035,0.007,0.3,0.002,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-23,은평구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-23,종로구,13.0,7.0,0.025,0.017,0.4,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-23,중구,12.0,5.0,0.032,0.017,0.3,0.002,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-23,중랑구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-22,강남구,5.0,2.0,0.039,0.009,0.2,0.002,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-22,강동구,4.0,2.0,0.037,0.008,0.3,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-22,강북구,8.0,3.0,0.043,0.008,0.3,0.002,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-22,강서구,5.0,3.0,0.037,0.011,0.3,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-22,관악구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-22,광진구,6.0,7.0,0.037,0.008,0.5,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-22,구로구,4.0,2.0,0.044,0.009,0.2,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-22,금천구,5.0,3.0,0.033,0.01,0.2,0.002,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-22,노원구,6.0,4.0,0.034,0.006,0.2,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-22,도봉구,4.0,2.0,0.038,0.008,0.3,0.002,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-22,동대문구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-22,동작구,10.0,3.0,0.031,0.009,0.2,0.002,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-22,마포구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
2019-09-22,서대문구,6.0,2.0,0.038,0.006,0.4,0.002,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-22,서초구,3.0,2.0,0.043,0.01,0.2,0.002,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-22,성동구,6.0,5.0,0.043,0.007,0.2,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-22,성북구,13.0,4.0,0.032,0.014,0.4,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-22,송파구,6.0,2.0,0.036,0.011,0.3,0.002,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-22,양천구,7.0,3.0,0.037,0.011,0.3,0.003,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-22,영등포구,8.0,6.0,0.04,0.013,0.2,0.002,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-22,용산구,3.0,2.0,0.038,0.009,0.2,0.002,좋음,좋음,안전,1,1,1.0,저위험,9,가을
2019-09-22,은평구,,,,,,,매우 나쁨,매우 나쁨,위험,4,4,4.0,고위험,9,가을
